"","PLT_CN","PREV_PLT_CN","PLOT.STATEAB","INVYR","ELEV","LAT","LON","TPH.PICO","TPH.PIEN","TPH.ABLA","TPH.total","TPH.Allhosts","QMD.PICO","QMD.PIEN","QMD.ABLA","QMD.Allhosts","QMD.total","BA.PICO","BA.PIEN","BA.ABLA","BA.total","BA.Allhosts","BA.Otherhosts","SDI.PICO","SDI.PIEN","SDI.ABLA","stand.MPB","stand.SB","stand.WBBB","stand.allBBs","BA.MPB","BA.SB","BA.WBBB","BA.allBBs","agentSB","agentMPB","agentWBBB","agents","nagents","hostsPICO","hostsPIEN","hostsABLA","hosts","nhosts","STATEFP","STATENS","AFFGEOID","GEOID","STUSPS","NAME","LSAD","ALAND","AWATER"
"7338",40422721010690,-9999,"88349.WY",2015,8500,44.07489,-110.625249,342.0305290709,0,74.3544628415,416.3849919124,416.3849919124,23.3188528541775,0,19.9117208297023,22.747894561915,22.747894561915,14.6072861763984,0,2.3153408355886,16.922627011987,16.922627011987,0,19.5070493176282,0,3.2907926903738,1,0,0,1,1.21535237208997,0,0,1.21535237208997,"absent","MPB","absent","MPB",1,"PICO","absent","ABLA","PICO+ABLA",2,"56","01779807","0400000US56","56","WY","Wyoming","00",251458544898,1867670745
"7339",40422723010690,-9999,"84875.WY",2015,8260,44.068979,-110.375584,14.8708925683,44.6126777049,29.7417851366,89.2253554098,89.2253554098,47.498,19.3423960253119,32.06844305544,30.0976603077382,30.0976603077382,2.6349840101441,1.31089870526686,2.40222168902153,6.3481044044325,6.3481044044325,0,2.7223663654508,1.93216089354353,2.90043122538004,1,0,0,1,2.6349840101441,0,0,2.6349840101441,"absent","MPB","absent","MPB",1,"PICO","PIEN","ABLA","PICO+PIEN+ABLA",3,"56","01779807","0400000US56","56","WY","Wyoming","00",251458544898,1867670745
"7340",40422725010690,-9999,"86750.WY",2019,8620,44.068652,-110.255349,178.4507108196,118.9671405464,178.4507108196,520.4812398905,475.8685621856,26.024879333694,17.8997928758966,22.9625459244687,23.0611246175246,22.513956758293,9.49261862352151,2.99373487154409,7.39007182964548,20.7204430517729,19.8764253247111,0.8440177270618,12.054805082213,4.48584651764911,9.98389637520034,2,0,0,2,2.52353840543699,0,0,2.52353840543699,"absent","MPB","absent","MPB",1,"PICO","PIEN","ABLA","PICO+PIEN+ABLA",3,"56","01779807","0400000US56","56","WY","Wyoming","00",251458544898,1867670745
"7341",40422726010690,-9999,"89262.WY",2016,6530,44.029918,-110.999006,371.7723142075,0,0,386.6432067758,371.7723142075,19.6580247430916,0,0,19.6580247430916,19.960300479471,11.2835849066038,0,0,12.0985921145228,11.2835849066038,0,16.2687578685883,0,0,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"PICO","absent","absent","PICO",1,"56","01779807","0400000US56","56","WY","Wyoming","00",251458544898,1867670745
"7342",40422727010690,-9999,"81361.WY",2018,7470,44.027873,-110.935817,44.6126777049,133.8380331147,133.8380331147,342.0305290709,312.2887439343,26.4216981033897,33.9414083581299,20.8211153933266,27.9149736402049,29.430183742723,2.44607655172575,12.1095935061977,4.55698741735465,23.2670391685286,19.1126574752781,0,3.00084093254545,13.7787157900311,6.49212267450841,0,1,0,1,0,0.390624756458207,0,0.390624756458207,"SB","absent","absent","SB",1,"PICO","PIEN","ABLA","PICO+PIEN+ABLA",3,"56","01779807","0400000US56","56","WY","Wyoming","00",251458544898,1867670745
"7343",40422730010690,-9999,"81801.WY",2016,7030,44.024215,-110.700131,505.6103473222,0,208.1924959562,713.8028432784,713.8028432784,23.7493795188298,0,19.6244501943003,22.6240973908353,22.6240973908353,22.3980799302037,0,6.29724180593534,28.6953217361391,28.6953217361391,0,29.7319198349409,0,8.95080182919685,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"PICO","absent","ABLA","PICO+ABLA",2,"56","01779807","0400000US56","56","WY","Wyoming","00",251458544898,1867670745
"7344",40422733010690,-9999,"86153.WY",2014,7890,44.033431,-110.370907,0,193.3216033879,44.6126777049,237.9342810928,237.9342810928,0,21.8774850685145,16.0053594357224,20.9024986245664,20.9024986245664,0,7.26717272127678,0.897592997478811,8.16476571875559,8.16476571875559,0,0,9.91627192984409,1.42789763775314,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","PIEN","ABLA","PIEN+ABLA",2,"56","01779807","0400000US56","56","WY","Wyoming","00",251458544898,1867670745
"7345",40422734010690,-9999,"84582.WY",2016,8310,44.031573,-110.308533,0,163.5798182513,29.7417851366,193.3216033879,193.3216033879,0,28.3168837204302,41.6250128648629,30.7415883829657,30.7415883829657,0,10.3017483756141,4.0473065044142,14.3490548800283,14.3490548800283,0,0,12.3502927350705,4.18523854703728,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","PIEN","ABLA","PIEN+ABLA",2,"56","01779807","0400000US56","56","WY","Wyoming","00",251458544898,1867670745
"7346",40422740010690,-9999,"85066.WY",2016,8910,43.988874,-110.811863,0,44.6126777049,178.4507108196,237.9342810928,223.0633885245,0,51.3670650125156,24.6479266944166,31.8391473797064,32.6425824882162,0,9.24523801483086,8.51470039641607,19.912066819658,17.7599384112469,2.15212840841104,0,8.93293096697185,10.9075647961852,0,0,2,2,0,0,1.74794029235359,1.74794029235359,"absent","absent","WBBB","WBBB",1,"absent","PIEN","ABLA","PIEN+ABLA",2,"56","01779807","0400000US56","56","WY","Wyoming","00",251458544898,1867670745
"7347",40422741010690,-9999,"81878.WY",2018,8610,43.981863,-110.761728,0,14.8708925683,148.708925683,178.4507108196,163.5798182513,0,27.432,26.500612566505,26.5866324716354,32.7024383494565,0,0.878905702030965,8.2023663656446,14.9888686931238,9.08127206767557,0,0,1.13104011579283,10.3969730070247,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","PIEN","ABLA","PIEN+ABLA",2,"56","01779807","0400000US56","56","WY","Wyoming","00",251458544898,1867670745
"7348",40422743010690,-9999,"83939.WY",2014,7520,43.98395,-110.558261,193.3216033879,133.8380331147,223.0633885245,550.2230250271,550.2230250271,29.6033871398839,33.6497545178432,24.1813691809762,28.642493444229,28.642493444229,13.3061832308421,11.9023755123204,10.2442548013129,35.4528135444754,35.4528135444754,0,16.4558000803661,13.9028017724269,13.1783424654103,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"PICO","PIEN","ABLA","PICO+PIEN+ABLA",3,"56","01779807","0400000US56","56","WY","Wyoming","00",251458544898,1867670745
"7349",40422749010690,-9999,"85815.WY",2018,8240,43.982238,-110.122888,520.4812398905,0,29.7417851366,684.0610581418,550.2230250271,22.8547581291699,0,24.3959033446192,22.9407103733174,22.1311690097729,21.3524956090976,0,1.39024435892244,26.3144246624874,22.74273996802,2.70897967195775,29.0917590300368,0,1.87442257286989,4,0,0,4,2.49535675826967,0,0,2.49535675826967,"absent","MPB","absent","MPB",1,"PICO","absent","ABLA","PICO+ABLA",2,"56","01779807","0400000US56","56","WY","Wyoming","00",251458544898,1867670745
"7350",40422752010690,-9999,"86292.WY",2017,8090,43.944957,-110.813705,0,104.0962479781,252.8051736611,356.9014216392,356.9014216392,0,59.0443279143487,33.6151003218354,42.6288258771769,42.6288258771769,0,28.5024206218387,22.4359819850838,50.9384026069225,50.9384026069225,0,0,26.1322652825286,25.152485342894,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","PIEN","ABLA","PIEN+ABLA",2,"56","01779807","0400000US56","56","WY","Wyoming","00",251458544898,1867670745
"7351",40422754010690,-9999,"88783.WY",2015,7560,43.935766,-110.567368,14.8708925683,371.7723142075,59.4835702732,446.126777049,446.126777049,29.718,29.7672828964956,32.9170182580379,30.2046123210788,30.2046123210788,1.03149349752245,25.8729373075321,5.06207185843091,31.9665026634854,31.9665026634854,0,1.28557488303373,29.5478673570913,5.97106699587308,0,0,1,1,0,0,0.680051779906504,0.680051779906504,"absent","absent","WBBB","WBBB",1,"PICO","PIEN","ABLA","PICO+PIEN+ABLA",3,"56","01779807","0400000US56","56","WY","Wyoming","00",251458544898,1867670745
"7352",40422755010690,-9999,"88929.WY",2017,7790,43.934839,-110.513827,44.6126777049,0,89.2253554098,252.8051736611,133.8380331147,25.9133948631462,0,28.7549614617489,27.8400170657674,29.8449841051272,2.35286613047984,0,5.7943425727945,17.6855659894444,8.14720870327435,0.446761994799519,3.02635228835087,0,7.09198862440345,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"PICO","absent","ABLA","PICO+ABLA",2,"56","01779807","0400000US56","56","WY","Wyoming","00",251458544898,1867670745
"7353",40422756010690,-9999,"88292.WY",2019,8720,43.938216,-110.37722,0,59.4835702732,297.417851366,356.9014216392,356.9014216392,0,41.1254552436809,27.6124403521311,30.2862382939843,30.2862382939843,0,7.90148583853472,17.8101228417641,25.7116086802989,25.7116086802989,0,0,8.0245987408828,22.1791696355973,0,1,0,1,0,2.89472234646961,0,2.89472234646961,"SB","absent","absent","SB",1,"absent","PIEN","ABLA","PIEN+ABLA",2,"56","01779807","0400000US56","56","WY","Wyoming","00",251458544898,1867670745
"7354",40422757010690,-9999,"81738.WY",2019,8690,43.942999,-110.313061,0,14.8708925683,74.3544628415,104.0962479781,89.2253554098,0,48.768,36.2946358460861,38.6540657197489,37.1533998367387,0,2.77777604592502,7.69276080470192,11.2855440585459,10.4705368506269,0.815007207918974,0,2.83976214715347,8.53458167933858,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","PIEN","ABLA","PIEN+ABLA",2,"56","01779807","0400000US56","56","WY","Wyoming","00",251458544898,1867670745
"7355",40422759010690,-9999,"84944.WY",2017,9820,43.938905,-110.123108,0,0,178.4507108196,386.6432067758,178.4507108196,0,0,24.0756853623457,24.0756853623457,32.2268695942711,0,0,8.12392493596231,31.5382019081404,8.12392493596231,23.4142769721781,0,0,10.3027056990615,0,0,1,1,0,0,0.308641782880558,0.308641782880558,"absent","absent","WBBB","WBBB",1,"absent","absent","ABLA","ABLA",1,"56","01779807","0400000US56","56","WY","Wyoming","00",251458544898,1867670745
"7356",40422761010690,-9999,"88192.WY",2017,8780,43.895185,-110.933446,0,0,0,14.8708925683,0,0,0,0,0,24.384,0,0,0,0.694444011481256,0,0.694444011481256,0,0,0,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","absent","absent","none",0,"56","01779807","0400000US56","56","WY","Wyoming","00",251458544898,1867670745
"7357",40422765010690,-9999,"84112.WY",2019,7190,43.903983,-110.55354,550.2230250271,0,14.8708925683,565.0939175954,565.0939175954,20.0685632984742,0,13.462,19.9227937826316,19.9227937826316,17.404503037749,0,0.211663761745969,17.6161667994949,17.6161667994949,0,24.7577032134916,0,0.362110727846846,2,0,0,2,0.501316841187587,0,0,0.501316841187587,"absent","MPB","absent","MPB",1,"PICO","absent","ABLA","PICO+ABLA",2,"56","01779807","0400000US56","56","WY","Wyoming","00",251458544898,1867670745
"7358",40422767010690,-9999,"81920.WY",2017,8450,43.894265,-110.311365,208.1924959562,0,44.6126777049,252.8051736611,252.8051736611,21.9047784023747,0,28.9637971958098,23.3063675722272,23.3063675722272,7.84572536018228,0,2.93940608114934,10.7851314413316,10.7851314413316,0,10.8843901944507,0,3.66725735756325,7,0,0,7,5.122278104652,0,0,5.122278104652,"absent","MPB","absent","MPB",1,"PICO","absent","ABLA","PICO+ABLA",2,"56","01779807","0400000US56","56","WY","Wyoming","00",251458544898,1867670745
"7359",40422768010690,-9999,"89559.WY",2019,8310,43.892492,-110.256076,89.2253554098,223.0633885245,208.1924959562,520.4812398905,520.4812398905,34.1879345188718,29.6612118385836,19.2545211759287,26.9390919965763,26.9390919965763,8.19076215798747,15.4133264965823,6.06206822088401,29.6661568754538,29.6661568754538,0,9.49321651028821,17.2139240592548,8.70289184529566,4,0,0,4,6.29121364611345,0,0,6.29121364611345,"absent","MPB","absent","MPB",1,"PICO","PIEN","ABLA","PICO+PIEN+ABLA",3,"56","01779807","0400000US56","56","WY","Wyoming","00",251458544898,1867670745
"7360",40422769010690,-9999,"87548.WY",2015,8890,43.889321,-110.071264,59.4835702732,0,356.9014216392,505.6103473222,416.3849919124,33.1968380120758,0,25.1666771048543,26.4634515430514,28.0123709772077,5.1485005998772,0,17.7537595474295,31.1606130472971,22.9022601473067,8.25835289999037,6.10324665220952,0,22.117151224284,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"PICO","absent","ABLA","PICO+ABLA",2,"56","01779807","0400000US56","56","WY","Wyoming","00",251458544898,1867670745
"7361",40422770010690,-9999,"82996.WY",2016,7250,43.852569,-111.002718,14.8708925683,0,44.6126777049,148.708925683,59.4835702732,15.24,0,19.105798282197,18.216422425932,43.95939482295,0.271267191984866,0,1.27902481020864,22.5699578371252,1.55029200219351,0,0.4416131536907,0,1.88319955823791,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"PICO","absent","ABLA","PICO+ABLA",2,"56","01779807","0400000US56","56","WY","Wyoming","00",251458544898,1867670745
"7362",40422771010690,-9999,"84554.WY",2018,8040,43.851019,-110.934896,0,29.7417851366,59.4835702732,178.4507108196,89.2253554098,0,33.335988060953,31.2376114803933,31.9523856282021,46.0872366966532,0,2.59587632329962,4.55872051330344,29.7693891124036,7.15459683660306,0,0,3.04201998005242,5.47305020690682,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","PIEN","ABLA","PIEN+ABLA",2,"56","01779807","0400000US56","56","WY","Wyoming","00",251458544898,1867670745
"7363",40422775010690,-9999,"81257.WY",2018,6780,43.839506,-110.620824,371.7723142075,89.2253554098,104.0962479781,565.0939175954,565.0939175954,20.7816088231879,33.7351780786763,23.3318835808121,23.7508407673896,23.7508407673896,12.6103075314031,7.97525544435505,4.45066574849614,25.0362287242543,25.0362287242543,0,17.8683052116296,8.74713735489787,6.05008716770872,8,0,0,8,3.16184517857693,0,0,3.16184517857693,"absent","MPB","absent","MPB",1,"PICO","PIEN","ABLA","PICO+PIEN+ABLA",3,"56","01779807","0400000US56","56","WY","Wyoming","00",251458544898,1867670745
"7364",40422779010690,-9999,"86848.WY",2018,7370,43.848473,-110.25365,178.4507108196,178.4507108196,59.4835702732,535.3521324588,416.3849919124,26.3592571658105,25.8115328228811,27.8121301233832,26.340223388249,25.827913255064,9.73811543226781,9.33761956410127,3.61373110922505,28.0484248352529,22.6894661055941,0,12.544585477566,11.9381396426584,4.61155960069162,3,0,1,4,2.4065921048924,0,1.04920121699924,3.45579332189164,"absent","MPB","WBBB","MPB+WBBB",2,"PICO","PIEN","ABLA","PICO+PIEN+ABLA",3,"56","01779807","0400000US56","56","WY","Wyoming","00",251458544898,1867670745
"7365",40422781010690,-9999,"81289.WY",2014,8710,43.84531,-110.073637,0,237.9342810928,29.7417851366,297.417851366,267.6760662294,0,41.4741051561092,32.7103286745945,40.5938922472061,40.4789066576655,0,32.1441073222378,2.49935041415167,38.274971917089,34.6434577363894,0.996530170555513,0,33.4615707480595,2.92151000802018,0,12,0,12,0,30.4662443878136,0,30.4662443878136,"SB","absent","absent","SB",1,"absent","PIEN","ABLA","PIEN+ABLA",2,"56","01779807","0400000US56","56","WY","Wyoming","00",251458544898,1867670745
"7366",40422783010690,-9999,"81335.WY",2018,7310,43.806909,-110.752279,0,14.8708925683,490.7394547539,550.2230250271,505.6103473222,0,16.256,20.5682977507531,20.4544460318677,21.8621922987634,0,0.308641782880558,16.305644854217,20.6545854057188,16.6142866370975,4.04029876862125,0,0.489652479892499,23.1612197546195,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","PIEN","ABLA","PIEN+ABLA",2,"56","01779807","0400000US56","56","WY","Wyoming","00",251458544898,1867670745
"7367",40422785010690,-9999,"85032.WY",2014,6690,43.808244,-110.565098,0,163.5798182513,0,163.5798182513,163.5798182513,0,43.2193045714107,0,43.2193045714107,43.2193045714107,0,23.99802889893,0,23.99802889893,23.99802889893,0,0,24.2514211228942,0,0,2,0,2,0,4.13961270168682,0,4.13961270168682,"SB","absent","absent","SB",1,"absent","PIEN","absent","PIEN",1,"56","01779807","0400000US56","56","WY","Wyoming","00",251458544898,1867670745
"7368",40422789010690,-9999,"80966.WY",2014,8470,43.802199,-110.252646,104.0962479781,193.3216033879,29.7417851366,327.1596365026,327.1596365026,24.1007627383747,25.8338584687734,15.3433661235076,24.5067822560502,24.5067822560502,4.74883360368617,10.1332613085924,0.549918879751542,15.4320137920301,15.4320137920301,0,6.28617852477865,13.0447922447959,0.88900039818504,1,0,0,1,0.280384783715468,0,0,0.280384783715468,"absent","MPB","absent","MPB",1,"PICO","PIEN","ABLA","PICO+PIEN+ABLA",3,"56","01779807","0400000US56","56","WY","Wyoming","00",251458544898,1867670745
"7369",40422790010690,-9999,"87635.WY",2016,9140,43.805851,-110.196246,0,193.3216033879,208.1924959562,505.6103473222,401.5140993441,0,32.783791830251,20.2437704068613,27.0181313963077,26.9944203929801,0,16.3188314538273,6.70097781000614,28.9370509449967,23.0198092638335,5.9172416811632,0,19.193892306725,9.61105754030321,0,1,0,1,0,1.06705964047158,0,1.06705964047158,"SB","absent","absent","SB",1,"absent","PIEN","ABLA","PIEN+ABLA",2,"56","01779807","0400000US56","56","WY","Wyoming","00",251458544898,1867670745
"7370",40422791010690,-9999,"86849.WY",2018,9460,43.797339,-110.118276,0,342.0305290709,460.9976696173,907.1244466663,803.0281986882,0,30.3737052356003,20.3910061799868,25.1324316180714,28.3904460251719,0,24.7828199557418,15.0545002831845,57.4250793352606,39.8373202389263,17.5877590963343,0,29.5787860887772,21.1330967576447,0,7,21,28,0,11.4247191984337,10.4991706097809,21.9238898082146,"SB","absent","WBBB","SB+WBBB",2,"absent","PIEN","ABLA","PIEN+ABLA",2,"56","01779807","0400000US56","56","WY","Wyoming","00",251458544898,1867670745
"7371",40422800010690,-9999,"85316.WY",2016,7510,43.719669,-110.997768,0,0,416.3849919124,446.126777049,416.3849919124,0,0,30.8227119924809,30.8227119924809,30.8608432094783,0,0,31.0689850180044,33.3706117899982,31.0689850180044,0,0,0,35.6957402595051,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","absent","ABLA","ABLA",1,"56","01779807","0400000US56","56","WY","Wyoming","00",251458544898,1867670745
"7372",40422806010690,-9999,"80290.WY",2019,7960,43.717105,-110.565046,44.6126777049,0,0,44.6126777049,44.6126777049,13.8525120224937,0,0,13.8525120224937,13.8525120224937,0.672365876133599,0,0,0.672365876133599,0.672365876133599,0,1.13444067538484,0,0,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"PICO","absent","absent","PICO",1,"56","01779807","0400000US56","56","WY","Wyoming","00",251458544898,1867670745
"7373",40422807010690,-9999,"87786.WY",2017,8820,43.716059,-110.378985,0,118.9671405464,475.8685621856,654.3192730052,594.835702732,0,32.754676337891,26.2454418733044,27.6700621556946,27.8432179142099,0,10.0245283758052,25.7445375033259,39.8399575588484,35.7690658791311,4.07089167971732,0,11.0624529267475,32.6562039936822,0,0,1,1,0,0,1.74093255656065,1.74093255656065,"absent","absent","WBBB","WBBB",1,"absent","PIEN","ABLA","PIEN+ABLA",2,"56","01779807","0400000US56","56","WY","Wyoming","00",251458544898,1867670745
"7374",40422808010690,-9999,"85515.WY",2017,8330,43.715539,-110.324527,29.7417851366,148.708925683,163.5798182513,342.0305290709,342.0305290709,29.788471998409,32.482121427025,20.2640718962942,27.0607584970337,27.0607584970337,2.07278275475547,12.3229903638925,5.27561942012122,19.6713925387692,19.6713925387692,0,2.54930264093338,14.3263502495848,7.53493651119867,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"PICO","PIEN","ABLA","PICO+PIEN+ABLA",3,"56","01779807","0400000US56","56","WY","Wyoming","00",251458544898,1867670745
"7375",40422811010690,-9999,"81606.WY",2014,9710,43.668467,-110.935848,0,59.4835702732,74.3544628415,148.708925683,133.8380331147,0,35.306,16.4559854885692,26.541480817769,25.5780648447063,0,5.82350379593288,1.58141237727399,7.6412200382248,7.40491617320687,0.236303865017927,0,6.62495620814987,2.48212774471014,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","PIEN","ABLA","PIEN+ABLA",2,"56","01779807","0400000US56","56","WY","Wyoming","00",251458544898,1867670745
"7376",40422813010690,-9999,"81444.WY",2018,6660,43.671183,-110.750298,386.6432067758,0,386.6432067758,773.2864135516,773.2864135516,21.8613164815775,0,19.1973363897583,20.5724923474191,20.5724923474191,14.5128701231881,0,11.191354061329,25.704224184517,25.704224184517,0,20.1865923715626,0,16.3082031097918,11,0,0,11,5.94225854442403,0,0,5.94225854442403,"absent","MPB","absent","MPB",1,"PICO","absent","ABLA","PICO+ABLA",2,"56","01779807","0400000US56","56","WY","Wyoming","00",251458544898,1867670745
"7377",40422817010690,-9999,"88622.WY",2018,8460,43.67065,-110.439642,0,14.8708925683,237.9342810928,431.2558844807,252.8051736611,0,53.34,24.5699052552101,27.1206883350092,30.0610497694505,0,3.3230231018146,11.2811736426751,30.6079061436279,14.6041967444897,16.0037093991382,0,3.27756166645186,14.8163172916127,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","PIEN","ABLA","PIEN+ABLA",2,"56","01779807","0400000US56","56","WY","Wyoming","00",251458544898,1867670745
"7378",40422819010690,-9999,"89313.WY",2014,8810,43.669819,-110.252164,14.8708925683,29.7417851366,178.4507108196,817.8990912565,223.0633885245,32.766,17.9578179632159,23.8204291243182,23.8432818378679,26.7129804320603,1.25393259495004,0.753293921742417,7.95257449302521,45.8389561575959,9.95980100971767,35.8791551478783,1.50294655220656,1.12608905942247,10.0706607998973,1,0,0,1,1.25393259495004,0,0,1.25393259495004,"absent","MPB","absent","MPB",1,"PICO","PIEN","ABLA","PICO+PIEN+ABLA",3,"56","01779807","0400000US56","56","WY","Wyoming","00",251458544898,1867670745
"7379",40422820010690,-9999,"80710.WY",2016,8440,43.671972,-110.193214,0,74.3544628415,208.1924959562,817.8990912565,282.5469587977,0,20.4497606831963,22.6670731994356,22.1051440357693,25.8328682446502,0,2.44215824784153,8.40129563976684,42.8682036453728,10.8434538876084,32.0247497577644,0,3.50934388303123,11.2535386979401,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","PIEN","ABLA","PIEN+ABLA",2,"56","01779807","0400000US56","56","WY","Wyoming","00",251458544898,1867670745
"7380",40422821010690,-9999,"82563.WY",2018,8770,43.671683,-110.13611,0,89.2253554098,133.8380331147,297.417851366,223.0633885245,0,39.5003348002689,39.6124199602992,39.5676239974047,41.1041145604671,0,10.9340269889322,16.4942509046442,39.4664377058848,27.4282778935764,4.32618424817419,0,11.6203244922171,17.8116366714145,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","PIEN","ABLA","PIEN+ABLA",2,"56","01779807","0400000US56","56","WY","Wyoming","00",251458544898,1867670745
"7381",40422822010690,-9999,"82123.WY",2014,9180,43.668473,-110.075599,312.2887439343,0,0,312.2887439343,312.2887439343,14.2487089807831,0,0,14.2487089807831,14.2487089807831,4.97963677286663,0,0,4.97963677286663,4.97963677286663,0,8.30440894511169,0,0,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"PICO","absent","absent","PICO",1,"56","01779807","0400000US56","56","WY","Wyoming","00",251458544898,1867670745
"7382",40422823010690,-9999,"87737.WY",2015,9760,43.629608,-110.87352,0,104.0962479781,148.708925683,252.8051736611,252.8051736611,0,36.8336283926988,23.7929000670368,29.8604934752967,29.8604934752967,0,11.0921154802612,6.61183639664001,17.7039518769012,17.7039518769012,0,0,12.3861617460344,8.74096043169264,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","PIEN","ABLA","PIEN+ABLA",2,"56","01779807","0400000US56","56","WY","Wyoming","00",251458544898,1867670745
"7383",40422824010690,-9999,"81448.WY",2017,7150,43.627817,-110.814661,0,0,29.7417851366,133.8380331147,29.7417851366,0,0,16.0402558583085,16.0402558583085,19.9495580680653,0,0,0.601007534242025,4.18346756439104,0.601007534242025,0,0,0,0.947567235298179,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","absent","ABLA","ABLA",1,"56","01779807","0400000US56","56","WY","Wyoming","00",251458544898,1867670745
"7384",40422831010690,-9999,"81398.WY",2019,8810,43.618699,-110.074779,297.417851366,14.8708925683,371.7723142075,684.0610581418,684.0610581418,24.430126164226,47.498,22.4647456500179,24.1414766757743,24.1414766757743,13.9414759240711,2.6349840101441,14.7356859806045,31.3121459148197,31.3121459148197,0,18.1580475233499,2.7223663654508,19.8648781114369,8,0,2,10,8.50053422083463,0,1.20721435633043,9.70774857716506,"absent","MPB","WBBB","MPB+WBBB",2,"PICO","PIEN","ABLA","PICO+PIEN+ABLA",3,"56","01779807","0400000US56","56","WY","Wyoming","00",251458544898,1867670745
"7385",40422841010690,-9999,"84367.WY",2016,8640,43.537567,-111.005607,0,0,178.4507108196,282.5469587977,178.4507108196,0,0,28.4167998550153,28.4167998550153,28.7640428642209,0,0,11.3177193615952,18.3603431295068,11.3177193615952,0.583525870758556,0,0,13.5267066591931,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","absent","ABLA","ABLA",1,"56","01779807","0400000US56","56","WY","Wyoming","00",251458544898,1867670745
"7386",40422842010690,-9999,"83103.WY",2018,9300,43.535542,-110.939559,0,89.2253554098,401.5140993441,490.7394547539,490.7394547539,0,45.6996519534522,29.4664733955452,33.0170394943232,33.0170394943232,0,14.6353924715679,27.3808814869768,42.0162739585448,42.0162739585448,0,0,14.7326147679135,32.0246981373051,0,0,4,4,0,0,6.57348222977326,6.57348222977326,"absent","absent","WBBB","WBBB",1,"absent","PIEN","ABLA","PIEN+ABLA",2,"56","01779807","0400000US56","56","WY","Wyoming","00",251458544898,1867670745
"7387",40422849010690,-9999,"80440.WY",2016,7520,43.536106,-110.386011,0,312.2887439343,0,327.1596365026,312.2887439343,0,30.0039635857855,0,30.0039635857855,29.7254493382966,0,22.0802452035948,0,22.7042350971577,22.0802452035948,0,0,26.6809846282536,0,0,1,0,1,0,1.33290148861675,0,1.33290148861675,"SB","absent","absent","SB",1,"absent","PIEN","absent","PIEN",1,"56","01779807","0400000US56","56","WY","Wyoming","00",251458544898,1867670745
"7388",40422850010690,-9999,"84557.WY",2018,8550,43.532457,-110.326615,1070.7042649176,0,59.4835702732,1130.1878351908,1130.1878351908,14.7266769597821,0,17.2327347800632,14.8691085723671,14.8691085723671,18.2376700771314,0,1.38738098300704,19.6250510601384,19.6250510601384,0,29.998873395711,0,2.14343081811619,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"PICO","absent","ABLA","PICO+ABLA",2,"56","01779807","0400000US56","56","WY","Wyoming","00",251458544898,1867670745
"7389",40422852010690,-9999,"82202.WY",2014,8000,43.531394,-110.072052,431.2558844807,0,0,431.2558844807,431.2558844807,21.4365393919692,0,0,21.4365393919692,21.4365393919692,15.5644826041161,0,0,15.5644826041161,15.5644826041161,0,21.6377291573279,0,0,10,0,0,10,6.83239169412326,0,0,6.83239169412326,"absent","MPB","absent","MPB",1,"PICO","absent","absent","PICO",1,"56","01779807","0400000US56","56","WY","Wyoming","00",251458544898,1867670745
"7390",40422853010690,-9999,"85741.WY",2014,7480,43.49975,-110.931711,0,356.9014216392,133.8380331147,713.8028432784,490.7394547539,0,18.6959069139032,28.5187196377709,21.8179400577515,24.1593369907647,0,9.79786956650226,8.54928696339414,32.7219064411655,18.3471565298964,0,0,14.4304570852424,10.5048597716728,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","PIEN","ABLA","PIEN+ABLA",2,"56","01779807","0400000US56","56","WY","Wyoming","00",251458544898,1867670745
